fold_id,reserve_tranche,route,slot,recipe_ordinal,position,domain_relation,live_target_sample_id,spoof_source_sample_id,arm,recipe_id,candidate_id
EXT-F3,3,physics,12,5,3077,,m3b_msu_mfsd_live_7,,RND,rnd_0005,c5syn_bc8306f67e496df05563efdf
EXT-F3,3,physics,12,6,3078,,m3b_msu_mfsd_live_8,,RND,rnd_0006,c5syn_df68ef56343bf5d51ed51432
EXT-F3,3,physics,12,7,3079,,m3b_msu_mfsd_live_9,,RND,rnd_0007,c5syn_a382e0759c5e0bc996552e90
EXT-F3,3,gpat,13,0,3328,same_domain,extsrce2226f4f16bd7d9f90a4414f2ad62e7a,extsrc1520102647650e225ec872074f27242a,RND,rnd_0000,c5syn_5bcec967b77f5d8a5666270d
EXT-F3,3,gpat,13,1,3329,same_domain,extsrcfa9f33f1de789b646753308824e3fce1,extsrc20f2f6e9f33ac0946a9ed1c2dc2028cf,RND,rnd_0001,c5syn_477c1052b1e7f2a53fa2fd41
EXT-F3,3,gpat,13,2,3330,same_domain,m3b_msu_mfsd_live_0,m3b_msu_mfsd_spoof_7,RND,rnd_0002,c5syn_2d3be7c916da39072784f7d9
EXT-F3,3,gpat,13,3,3331,same_domain,m3b_msu_mfsd_live_1,m3b_msu_mfsd_spoof_9,RND,rnd_0003,c5syn_24d6648a817fcf1c1e160ad1
EXT-F3,3,gpat,13,4,3332,same_domain,m3b_msu_mfsd_live_2,m3b_msu_mfsd_spoof_1,RND,rnd_0004,c5syn_519debc8a4f4089711085963
EXT-F3,3,gpat,13,5,3333,same_domain,m3b_msu_mfsd_live_3,m3b_msu_mfsd_spoof_9,RND,rnd_0005,c5syn_9da94ec45f37d2a81a6c59d3
EXT-F3,3,gpat,13,6,3334,same_domain,m3b_msu_mfsd_live_4,m3b_msu_mfsd_spoof_5,RND,rnd_0006,c5syn_6c5f051b82d49a72053e126d
EXT-F3,3,gpat,13,7,3335,same_domain,m3b_msu_mfsd_live_5,m3b_msu_mfsd_spoof_9,RND,rnd_0007,c5syn_06cddb65943a9b15a2fe91e4
EXT-F3,4,physics,14,0,3584,,extsrc80406b782f1b12b38ae3e1b47d3c6ee1,,RND,rnd_0000,c5syn_7bb4d02d2f2f71312fb10524
EXT-F3,4,physics,14,1,3585,,extsrc87cb6fe79882af7ce9c2bae53bbe4001,,RND,rnd_0001,c5syn_cdf91c659ae673cbb52b3e78
EXT-F3,4,physics,14,2,3586,,extsrcc17b53d436f52e5eec3c9854587fbef1,,RND,rnd_0002,c5syn_4718866747a33b1580ef5129
EXT-F3,4,physics,14,3,3587,,extsrccfb80b81c39e1abc95880a6e767465ce,,RND,rnd_0003,c5syn_76fd5e782279e387e019f9e6
EXT-F3,4,physics,14,4,3588,,extsrce2226f4f16bd7d9f90a4414f2ad62e7a,,RND,rnd_0004,c5syn_afcad92b017896b67433e698
EXT-F3,4,physics,14,5,3589,,extsrcfa9f33f1de789b646753308824e3fce1,,RND,rnd_0005,c5syn_9871b1e945f6b2dfe0c86197
EXT-F3,4,physics,14,6,3590,,m3b_msu_mfsd_live_0,,RND,rnd_0006,c5syn_39d0dd8aab7a7c54d232d717
EXT-F3,4,physics,14,7,3591,,m3b_msu_mfsd_live_1,,RND,rnd_0007,c5syn_d56e4c7bf0a54bc4f1434461
EXT-F3,4,gpat,15,0,3840,cross_domain,extsrc2677ed0221a24e69cc16312631f5b9f0,m3b_msu_mfsd_spoof_7,RND,rnd_0000,c5syn_f52dc58b99a5a5eea6710930
EXT-F3,4,gpat,15,1,3841,cross_domain,extsrc4238d19011ca5dd05745ae7894673512,m3b_msu_mfsd_spoof_4,RND,rnd_0001,c5syn_48136414a6177a48cf92f457
EXT-F3,4,gpat,15,2,3842,cross_domain,extsrc53bf75d9b945e7a2bd5a76e2599c643d,m3b_msu_mfsd_spoof_3,RND,rnd_0002,c5syn_736ff4f824710142aba9d5cc
EXT-F3,4,gpat,15,3,3843,cross_domain,extsrc6bb7a292406044aed25d623be1bced97,m3b_msu_mfsd_spoof_8,RND,rnd_0003,c5syn_2fff89ded472c84b79c07873
EXT-F3,4,gpat,15,4,3844,cross_domain,extsrc80406b782f1b12b38ae3e1b47d3c6ee1,m3b_msu_mfsd_spoof_3,RND,rnd_0004,c5syn_b0c085071dfb654cdf8e6bbe
EXT-F3,4,gpat,15,5,3845,cross_domain,extsrc87cb6fe79882af7ce9c2bae53bbe4001,m3b_msu_mfsd_spoof_8,RND,rnd_0005,c5syn_2161e0f61ff16149f9b8489b
EXT-F3,4,gpat,15,6,3846,cross_domain,extsrcc17b53d436f52e5eec3c9854587fbef1,m3b_msu_mfsd_spoof_3,RND,rnd_0006,c5syn_ffc21d2bb4176fc747309095
EXT-F3,4,gpat,15,7,3847,cross_domain,extsrccfb80b81c39e1abc95880a6e767465ce,m3b_msu_mfsd_spoof_8,RND,rnd_0007,c5syn_14b6c77cb9c73989ba1435bc
